run,unit_op_id,text,cluster_label
20241209_184253_corn stover_to_malonic acid_(11),raw corn stover source,"Raw Corn Stover Source: This unit operation serves as the source for the Raw Corn Stover stream, which is unprocessed agricultural residue consisting of cellulose, hemicellulose, lignin, and ash. The stream is supplied at an industrial scale of 100,000 kg/day, providing the necessary feedstock for subsequent processing steps such as pre-treatment, hydrolysis, and fermentation in the production of malonic acid.",4
20241209_184253_corn stover_to_malonic acid_(11),enzyme solution source,"Enzyme Solution Source: This unit operation serves as a source for the Enzyme Solution, which contains cellulase and hemicellulase enzymes essential for the hydrolysis of pre-treated biomass into fermentable sugars. The Enzyme Solution is prepared to ensure optimal enzyme activity and concentration, facilitating efficient conversion during the hydrolysis process.",0
20241209_184253_corn stover_to_malonic acid_(11),microbial culture source,"Microbial Culture Source: This unit operation serves as a source for the Microbial Culture stream, which consists of a culture of yeast and fungi specifically selected for their ability to produce malonic acid during the fermentation process. The microbial culture is maintained under optimal growth conditions to ensure high viability and productivity, providing a consistent and reliable input for the fermentation unit operation.",8
20241209_184253_corn stover_to_malonic acid_(11),waste stream sink,"Waste Stream Sink: This unit operation serves as a sink for the Waste Stream, which contains residual biomass, lignin, and ash. The Waste Stream is generated during the separation of crude malonic acid from fermentation broth. This sink is designed to handle the disposal or further processing of the residual materials, ensuring that they are managed in an environmentally responsible manner. The Waste Stream Sink may involve processes such as incineration, composting, or conversion into bioenergy, depending on the facility's waste management strategy.",5
20241209_184253_corn stover_to_malonic acid_(11),mother liquor sink,"Mother Liquor Sink: This unit operation serves as a sink for the Mother Liquor stream, which contains residual impurities and uncrystallized malonic acid. The Mother Liquor is typically generated during the purification process of malonic acid, where not all components are crystallized. This sink is designed to collect and manage the disposal or further treatment of the Mother Liquor, ensuring that the impurities are handled appropriately and do not contaminate other process streams.",5
20241209_184253_corn stover_to_malonic acid_(11),packaged malonic acid sink,"Packaged Malonic Acid Sink: This unit operation serves as the final sink for the Packaged Malonic Acid stream. It is designed to receive the dried and packaged malonic acid crystals, ensuring they are ready for distribution to customers. The operation guarantees that the product meets the required specifications for purity and packaging standards, facilitating efficient logistics and storage.",5
20241209_184253_corn stover_to_malonic acid_(11),chemical additives source,"Chemical Additives Source: This unit operation serves as a source for the chemical additives required in the pre-treatment process of corn stover. The chemical additives, which include dilute acids and dilute alkalis, are essential for enhancing the accessibility of cellulose by breaking down lignin and hemicellulose. This source ensures a consistent supply of the necessary chemicals at the required volumetric scale to facilitate efficient biomass pre-treatment.",3
20241209_184253_corn stover_to_malonic acid_(11),water source,"Water Source: This unit operation serves as a source for the Water stream, which is essential for the pre-treatment process of Corn Stover. Water is utilized in the chemical or enzymatic treatment process to facilitate the breakdown of lignin and hemicellulose, enhancing cellulose accessibility. The unit operation ensures a consistent supply of high-quality water to meet the volumetric requirements of the process.",4
20241209_184253_corn stover_to_malonic acid_(11),oxygen supply,"Oxygen Supply: This unit operation serves as a source for the oxygen supply required in the aerobic fermentation process. The fermentation process relies on a continuous and adequate supply of oxygen to support the growth and metabolic activity of the microorganisms, such as yeast and fungi, which convert sugars into malonic acid. The oxygen is delivered in a controlled manner to ensure optimal conditions for microbial activity, thereby enhancing the efficiency of the fermentation process.",6
20241209_184253_corn stover_to_malonic acid_(11),nutrient solution source,"Nutrient Solution Source: This unit operation serves as a source for the Nutrient Solution required in the fermentation process. The Nutrient Solution is essential for providing the necessary nutrients to support microbial growth and activity during fermentation. It contains a balanced composition of a nitrogen source, phosphorus source, trace minerals, and vitamins, ensuring optimal conditions for the microbial culture to thrive and efficiently convert sugars into malonic acid.",8
20241209_184253_corn stover_to_malonic acid_(11),carbon dioxide sink,"Carbon Dioxide Sink: This unit operation serves as a sink for the carbon dioxide produced during the fermentation process. As a by-product of aerobic fermentation, carbon dioxide is generated and must be effectively managed. This sink collects the carbon dioxide released from the fermentation broth, ensuring that it is properly vented or captured for further use, such as in carbon capture technologies or for use in other industrial applications.",1
20241209_184253_corn stover_to_malonic acid_(11),solvent stream sink,"Solvent Stream Sink: This unit operation serves as the final sink for the Solvent Stream, which contains the solvent used in the extraction process, along with dissolved impurities and water. The purpose of this sink is to collect and manage the solvent stream post-extraction, ensuring that any residual solvents and impurities are properly handled, either for recycling or disposal, in compliance with environmental regulations.",5
20241209_184253_corn stover_to_malonic acid_(12),feedstock_preparation,Feedstock Preparation: The corn stover feedstock is initially prepared by drying and milling to achieve a suitable particle size. This step is crucial to enhance the efficiency of subsequent chemical transformations by increasing the surface area and reducing moisture content. The dried and milled corn stover is then transported to the next stage of the process.,4
20241209_184253_corn stover_to_malonic acid_(12),pretreatment,"Pretreatment: The prepared corn stover undergoes a pretreatment process to break down the lignocellulosic structure, making cellulose and hemicellulose more accessible for further chemical reactions. This is typically achieved using acid or alkaline pretreatment methods, which help in the removal of lignin and hemicellulose components.",3
20241209_184253_corn stover_to_malonic acid_(12),hydrolysis,"Hydrolysis: In this step, the pretreated biomass is subjected to enzymatic or chemical hydrolysis to convert cellulose and hemicellulose into fermentable sugars. Enzymes such as cellulases and hemicellulases are typically used to break down the polysaccharides into glucose and xylose.",0
20241209_184253_corn stover_to_malonic acid_(12),fermentation,Fermentation: The sugar solution is fermented using specific microorganisms to produce malonic acid. This bioconversion process involves the use of genetically engineered strains capable of converting glucose and xylose into malonic acid with high yield and selectivity.,8
20241209_184253_corn stover_to_malonic acid_(12),product_recovery,"Product Recovery: Malonic acid is recovered from the fermentation broth through a series of separation and purification steps. This typically involves filtration to remove biomass, followed by crystallization or extraction techniques to isolate high-purity malonic acid.",2
20241209_184253_corn stover_to_malonic acid_(12),purification,"Purification: The crude malonic acid undergoes further purification to achieve the desired purity level (>99%) suitable for industrial applications. This may involve recrystallization, distillation, or advanced chromatographic techniques to remove residual impurities and achieve high purity.",9
20241209_184253_corn stover_to_malonic acid_(12),waste_treatment,"Waste Treatment: Residual waste streams from the process, including lignin, unconverted sugars, and microbial biomass, are treated to minimize environmental impact. This may involve anaerobic digestion, composting, or incineration to recover energy or produce value-added by-products.",5
20241209_184253_corn stover_to_malonic acid_(12),raw corn stover source,"Raw Corn Stover Source: This unit operation serves as the source for the Raw Corn Stover stream, which is the initial feedstock received from agricultural sources. The corn stover is characterized by its high moisture content and large particle sizes, making it necessary to prepare it for subsequent processing steps. The stream consists of various components including cellulose, hemicellulose, lignin, ash, and moisture, which are essential for the conversion processes that follow in the production of malonic acid.",4
20241209_184253_corn stover_to_malonic acid_(12),pure malonic acid sink,"Pure Malonic Acid Sink: This unit operation serves as the final sink for the Pure Malonic Acid stream, which is produced after the purification process. It is designed to collect and store high-purity malonic acid, ensuring that the product meets the specifications required for industrial applications. The sink is equipped to handle a volumetric flow of 10,000 kg/day, maintaining the integrity of the product by preventing contamination from residual biomass and catalyst impurities.",5
20241209_184253_corn stover_to_malonic acid_(12),process waste source,"Process Waste Source: This unit operation serves as a source for the Process Waste stream generated from various stages of the bioprocess. The Process Waste includes residual lignin, microbial biomass, and unconverted sugars, which are byproducts of the fermentation and product recovery stages. This unit operation is critical for managing waste in the process flow, ensuring that the waste is appropriately handled and treated in subsequent operations.",8
20241209_184253_corn stover_to_malonic acid_(12),treated waste sink,"Treated Waste Sink: This unit operation serves as the final sink for the treated waste stream, which consists of biogas, compost, and ash. The treated waste has undergone processing to minimize its environmental impact, allowing for the potential recovery of energy in the form of biogas and the generation of compost as a valuable by-product for agricultural use. The ash component may also be utilized in various applications, such as soil amendment or as a raw material in construction. This sink ensures that the treated waste is effectively managed and disposed of in an environmentally friendly manner.",5
20241209_184253_corn stover_to_malonic acid_(12),pretreatment chemicals source,"Pretreatment Chemicals Source: This unit operation serves as a source for the pretreatment chemicals required in the pretreatment process of biomass. The chemicals, which include acids such as sulfuric acid and alkalis like sodium hydroxide, are essential for breaking down the lignocellulosic structure of the biomass, facilitating the subsequent hydrolysis and fermentation processes. The unit operation ensures a consistent supply of these chemicals to maintain the efficiency and effectiveness of the pretreatment stage.",3
20241209_184253_corn stover_to_malonic acid_(12),enzyme solution source,"Enzyme Solution Source: This unit operation serves as a source for the Enzyme Solution stream, which consists of essential enzymes including cellulases and hemicellulases. These enzymes are crucial for catalyzing the hydrolysis of cellulose and hemicellulose present in the pretreated biomass, converting them into fermentable sugars such as glucose and xylose. The Enzyme Solution is supplied at a volumetric scale necessary to support the hydrolysis process in the overall production of Malonic Acid.",0
20241209_184253_corn stover_to_malonic acid_(12),biomass residue sink,"Biomass Residue Sink: This unit operation serves as a sink for the Biomass Residue stream, which consists of microbial biomass removed from the fermentation broth during the filtration step in the product recovery process. The biomass residue is collected for further treatment or disposal, ensuring that the fermentation process is efficiently separated from the desired product, Malonic Acid. Proper management of this stream is essential to minimize environmental impact and optimize resource recovery.",5
20241209_184253_corn stover_to_malonic acid_(12),aqueous waste sink,"Aqueous Waste Sink: The Aqueous Waste Sink is the final unit operation for the aqueous waste stream generated during the malonic acid production process. This stream contains residual sugars and other soluble impurities that remain after the product recovery and purification stages. The unit operation serves as a terminus for the aqueous waste, ensuring that it is properly managed and treated before disposal or further processing. It plays a critical role in minimizing environmental impact and complying with waste management regulations.",5
20241209_184253_corn stover_to_propionic acid_(13),pretreatment,"Pretreatment: The pretreatment unit operation involves the mechanical and chemical processing of corn stover to make cellulose and hemicellulose accessible for enzymatic hydrolysis. This step typically involves size reduction and the application of dilute acid or steam explosion to disrupt the lignin structure and partially hydrolyze hemicellulose, releasing fermentable sugars.",3
20241209_184253_corn stover_to_propionic acid_(13),enzymatic_hydrolysis,"Enzymatic Hydrolysis: In this unit operation, the pretreated biomass is subjected to enzymatic hydrolysis where cellulases and hemicellulases break down cellulose and remaining hemicellulose into fermentable sugars such as glucose and xylose. This step is crucial for converting the solid biomass into a liquid stream rich in sugars.",0
20241209_184253_corn stover_to_propionic acid_(13),fermentation,Fermentation: The fermentation unit operation involves the anaerobic conversion of sugars in the hydrolysate to propionic acid by propionibacteria. This biological process occurs in bioreactors where conditions are optimized for bacterial growth and acid production.,8
20241209_184253_corn stover_to_propionic acid_(13),broth_separation,Broth Separation: This unit operation involves separating the fermentation broth into a liquid phase rich in propionic acid and a solid phase containing bacterial biomass and residual solids. This is typically achieved through centrifugation or filtration.,2
20241209_184253_corn stover_to_propionic acid_(13),purification,Purification: The purification unit operation focuses on refining the liquid phase to produce high-purity propionic acid. This typically involves distillation or solvent extraction to remove impurities and concentrate the acid.,9
20241209_184253_corn stover_to_propionic acid_(13),waste_treatment,"Waste Treatment: This unit operation involves treating the waste streams generated from the process, including solid residues and liquid effluents, to minimize environmental impact. Treatment methods may include anaerobic digestion, composting, or wastewater treatment.",5
20241209_184253_corn stover_to_propionic acid_(13),raw corn stover source,"Raw Corn Stover Source: This unit operation serves as the source for the Raw Corn Stover stream, which is a lignocellulosic biomass composed of cellulose (35-40%), hemicellulose (25-30%), lignin (15-20%), ash (5-10%), and moisture (5-10%). It provides the necessary feedstock for the pretreatment process, which is essential for breaking down the complex structure of the biomass into fermentable sugars.",4
20241209_184253_corn stover_to_propionic acid_(13),enzyme solution source,"Enzyme Solution Source: This unit operation serves as a source for the Enzyme Solution stream, which contains cellulase and hemicellulase enzymes. The Enzyme Solution is critical for the enzymatic hydrolysis process, facilitating the breakdown of pretreated biomass into fermentable sugars. It is produced in a controlled environment to ensure optimal enzyme activity and stability, and is supplied at a volumetric scale suitable for the enzymatic hydrolysis unit operation.",0
20241209_184253_corn stover_to_propionic acid_(13),bacterial culture source,"Bacterial Culture Source: This unit operation serves as a source for the Bacterial Culture stream, which contains a culture of propionibacteria essential for the fermentation process. The Bacterial Culture is introduced into the fermentation unit operation to facilitate the conversion of hydrolysate into propionic acid. This stream is critical for ensuring the biological activity necessary for effective fermentation.",8
20241209_184253_corn stover_to_propionic acid_(13),purified propionic acid sink,"Purified Propionic Acid Sink: This unit operation serves as the final sink for the purified propionic acid produced from the purification process. It is designed to collect and store high-purity propionic acid, ensuring that the product meets industrial specifications for use in various applications, including as a preservative and in the production of cellulose acetate propionate. The sink is equipped to handle a volumetric scale of 10,000 metric tons per year, maintaining the integrity and quality of the product.",5
20241209_184253_corn stover_to_propionic acid_(13),treated waste sink,"Treated Waste Sink: This unit operation serves as the final sink for the treated waste stream, which consists of environmentally safe waste materials including treated biomass and treated effluents. The treated waste is suitable for disposal or can be utilized as a by-product in various applications, ensuring compliance with environmental regulations and contributing to sustainable waste management practices.",5
20241209_184253_corn stover_to_serine_(14),pretreatment,"Pretreatment: The pretreatment unit operation involves the mechanical and chemical processing of corn stover to make cellulose and hemicellulose more accessible for enzymatic hydrolysis. This step typically employs methods such as steam explosion or dilute acid treatment to disrupt the lignin structure and partially hydrolyze hemicellulose, thereby increasing the surface area and porosity of the biomass. The goal is to enhance the digestibility of cellulose and hemicellulose into fermentable sugars in subsequent steps.",3
20241209_184253_corn stover_to_serine_(14),enzymatic_hydrolysis,"Enzymatic Hydrolysis: In this unit operation, the pretreated biomass is subjected to enzymatic hydrolysis to convert cellulose and hemicellulose into fermentable sugars. Enzymes such as cellulases and hemicellulases are added to the biomass slurry to catalyze the breakdown of polysaccharides into monosaccharides like glucose and xylose. This step is crucial for maximizing sugar yield, which directly impacts the efficiency of the subsequent fermentation process.",0
20241209_184253_corn stover_to_serine_(14),fermentation,"Fermentation: The fermentation unit operation involves the aerobic cultivation of yeast or fungal strains capable of converting sugars into serine. The sugar solution from enzymatic hydrolysis is inoculated with a genetically engineered microorganism that efficiently produces serine. Aerobic conditions are maintained to support the growth and metabolic activity of the microorganisms, facilitating the conversion of glucose and xylose into serine.",8
20241209_184253_corn stover_to_serine_(14),cell_separation,"Cell Separation: This unit operation involves the separation of microbial cells from the fermentation broth. Techniques such as centrifugation or filtration are employed to remove the biomass, leaving behind a clarified solution containing serine and other soluble components. This step is essential to reduce the load on downstream purification processes and to recover microbial biomass for potential reuse or disposal.",2
20241209_184253_corn stover_to_serine_(14),purification,"Purification: The purification unit operation focuses on isolating serine from the clarified broth. Techniques such as ion exchange chromatography, crystallization, or membrane filtration are used to achieve high-purity serine. This step is critical to meet the purity specifications required for pharmaceutical and food industry applications. The process design must ensure minimal loss of serine while effectively removing impurities.",9
20241209_184253_corn stover_to_serine_(14),crystallization,"Crystallization: In this unit operation, purified serine is crystallized to obtain the product in its desired crystalline form. The crystallization process involves controlled cooling or solvent evaporation to induce the formation of serine crystals. This step is important for achieving the physical form required for storage, handling, and application in various industries.",9
20241209_184253_corn stover_to_serine_(14),raw corn stover source,"Raw Corn Stover Source: This unit operation serves as the source for the Raw Corn Stover stream, which is unprocessed corn stover consisting of cellulose, hemicellulose, lignin, ash, and moisture. The stream is critical for the initial stage of the biomass conversion process, providing the necessary feedstock for subsequent unit operations such as pretreatment and enzymatic hydrolysis. The composition of the Raw Corn Stover is approximately 35-40% cellulose, 25-30% hemicellulose, 15-20% lignin, 5-10% ash, and 5-10% moisture, making it a lignocellulosic biomass with high availability as an agricultural residue.",4
20241209_184253_corn stover_to_serine_(14),biomass waste sink,"Biomass Waste Sink: This unit operation serves as a sink for the Biomass Waste stream, which consists of separated microbial biomass resulting from the cell separation process. The biomass can be either reused in other processes or disposed of, depending on the operational strategy and environmental considerations. This sink ensures the proper handling and management of microbial biomass, contributing to waste minimization and resource recovery.",5
20241209_184253_corn stover_to_serine_(14),impurity sink,"Impurity Sink: This unit operation serves as a sink for the Impurity Stream, which consists of residual sugars and lignin that have been separated from the purified serine during the purification process. The Impurity Sink is designed to handle the disposal or further processing of these impurities, ensuring that the overall process maintains high product purity and efficiency.",5
20241209_184253_corn stover_to_serine_(14),crystalline serine sink,"Crystalline Serine Sink: This unit operation serves as the final sink for Crystalline Serine, which is the end product of the purification and crystallization processes. It is designed to collect and store the crystalline form of serine, ensuring that it meets the high purity specifications required for commercial applications in pharmaceuticals and food industries. The sink is equipped to handle a volumetric scale of 10,000 metric tons per year, facilitating efficient storage and distribution of the product.",5
20241209_184253_corn stover_to_serine_(14),enzyme solution source,"Enzyme Solution Source: This unit operation serves as a source for the Enzyme Solution stream, which contains the necessary enzymes for catalyzing the hydrolysis of cellulose and hemicellulose into fermentable sugars. The Enzyme Solution is composed of cellulases, hemicellulases, and water, and is critical for the enzymatic hydrolysis process in the production of sugars from pretreated biomass.",0
20241209_184253_corn stover_to_serine_(14),air supply,"Air Supply: The Air Supply unit operation serves as a source for the Air stream, which is essential for maintaining aerobic conditions during the fermentation process. This unit operation ensures a continuous and controlled supply of air, primarily composed of oxygen and nitrogen, to support the growth and metabolic activity of microorganisms. The air is introduced into the fermentation system to facilitate the conversion of sugars into serine, enhancing the efficiency of the fermentation process.",6
20241209_184253_corn stover_to_serine_(14),carbon dioxide sink,"Carbon Dioxide Sink: This unit operation serves as a sink for the Carbon Dioxide stream, which is generated as a byproduct during the aerobic fermentation process. The Carbon Dioxide produced is typically vented to the atmosphere or can be captured for further use in various industrial applications. This sink ensures that the gaseous byproduct is safely handled and managed within the process flow.",1
20241209_184253_corn stover_to_serine_(15),pretreatment,"Pretreatment: The pretreatment unit operation is designed to break down the complex lignocellulosic structure of corn stover into more accessible forms. This involves mechanical, chemical, or enzymatic processes that disrupt the lignin structure and solubilize hemicellulose, making cellulose more accessible for subsequent hydrolysis. Common methods include dilute acid pretreatment or steam explosion, which help in reducing the recalcitrance of the biomass.",3
20241209_184253_corn stover_to_serine_(15),enzymatic_hydrolysis,"Enzymatic Hydrolysis: In this unit operation, the pretreated biomass undergoes enzymatic hydrolysis to convert cellulose and hemicellulose into fermentable sugars, primarily glucose and xylose. Enzymes such as cellulases and hemicellulases are used to catalyze the breakdown of polysaccharides into monosaccharides. This step is crucial for maximizing sugar yield, which directly affects the fermentation efficiency.",0
20241209_184253_corn stover_to_serine_(15),fermentation,"Fermentation: The fermentation unit operation involves the aerobic cultivation of genetically engineered bacteria capable of converting sugars into serine. The sugar solution is inoculated with the bacterial culture, and conditions are maintained to optimize serine production. Oxygen is supplied to support aerobic metabolism, and nutrients are added to support bacterial growth and productivity.",8
20241209_184253_corn stover_to_serine_(15),cell_separation,"Cell Separation: In this unit operation, the bacterial cells and other solids are separated from the fermentation broth. This is typically achieved using centrifugation or filtration techniques. The goal is to obtain a clarified broth containing serine and other soluble components, while the solid biomass is removed for further processing or disposal.",2
20241209_184253_corn stover_to_serine_(15),serine_recovery,Serine Recovery: The serine recovery unit operation involves the extraction and purification of serine from the clarified broth. Techniques such as crystallization or chromatography are employed to achieve high-purity serine suitable for pharmaceutical and food-grade applications. This step is critical for meeting product specifications and ensuring marketability.,9
20241209_184253_corn stover_to_serine_(15),waste_treatment,"Waste Treatment: This unit operation deals with the treatment and disposal of waste streams generated throughout the process. The waste stream from serine recovery, along with any other by-products, is treated to minimize environmental impact. Biological treatment, chemical neutralization, or incineration may be used depending on the composition of the waste.",5
20241209_184253_corn stover_to_serine_(15),raw corn stover source,"Raw Corn Stover Source: This unit operation serves as the source for the Raw Corn Stover stream, which is a raw lignocellulosic biomass feedstock. It consists of a mixture of cellulose (35-40%), hemicellulose (25-30%), lignin (15-20%), ash (5-10%), and moisture (5-10%). This biomass is typically sourced from agricultural residues and is characterized by its low cost and abundance. It requires pretreatment to break down the cellulose and hemicellulose into fermentable sugars for subsequent processing in the production of Serine.",4
20241209_184253_corn stover_to_serine_(15),enzyme solution source,"Enzyme Solution Source: This unit operation serves as a source for the Enzyme Solution, which contains cellulases and hemicellulases. These enzymes are essential for catalyzing the hydrolysis of cellulose and hemicellulose during the enzymatic hydrolysis process. The Enzyme Solution is produced in sufficient quantities to meet the demands of the enzymatic hydrolysis unit operation, ensuring efficient conversion of pretreated biomass into fermentable sugars.",0
20241209_184253_corn stover_to_serine_(15),bacterial culture source,"Bacterial Culture Source: This unit operation serves as a source for the Bacterial Culture stream, which consists of genetically engineered bacteria specifically designed to convert sugars into serine through fermentation under aerobic conditions. The Bacterial Culture is essential for the fermentation process, providing the necessary biological agents to facilitate the conversion of sugars derived from pretreated biomass into the desired product, serine.",8
20241209_184253_corn stover_to_serine_(15),nutrient solution source,"Nutrient Solution Source: This unit operation serves as a source for the Nutrient Solution, which is a crucial input for the fermentation process. The Nutrient Solution contains essential nutrients that support the growth of bacterial cultures, facilitating the conversion of sugars into serine during fermentation. It is designed to deliver a consistent and controlled flow of nutrients to ensure optimal bacterial activity and maximize serine production.",8
20241209_184253_corn stover_to_serine_(15),serine sink,"Serine Sink: This unit operation serves as the final sink for the purified serine stream, which is produced through the Serine Recovery process. The purified serine is characterized by its high purity, making it suitable for pharmaceutical and food-grade applications. This sink ensures that the purified serine is collected and stored for further distribution or use, while maintaining its quality and integrity.",5
20241209_184253_corn stover_to_serine_(15),treated effluent sink,"Treated Effluent Sink: This unit operation serves as the final sink for the treated effluent stream, which consists of water and non-hazardous solids. The treated effluent is the output from the Waste Treatment unit operation, ensuring that the stream meets environmental discharge regulations before it is released into the environment. This sink is crucial for maintaining compliance with environmental standards and safeguarding ecological health.",5
20241209_184253_corn stover_to_serine_(15),oxygen supply,"Oxygen Supply: This unit operation serves as a source for the Oxygen Supply stream, which is essential for the fermentation process. The oxygen is supplied to the fermentation unit operation to support the aerobic metabolism of genetically engineered bacteria, facilitating the conversion of sugars into serine. The operation ensures a consistent and adequate supply of oxygen to maintain optimal conditions for microbial growth and serine production.",6
20241209_184253_corn stover_to_serine_(16),pretreatment,"Pretreatment: The pretreatment unit operation is designed to enhance the enzymatic accessibility of the corn stover. This involves mechanical and chemical processes that break down the complex structure of lignocellulosic biomass. Initially, the corn stover is subjected to size reduction through milling to increase the surface area. Following this, a chemical pretreatment, such as dilute acid hydrolysis, is employed to disrupt the lignin structure and solubilize hemicellulose, making cellulose more accessible for subsequent enzymatic hydrolysis.",3
20241209_184253_corn stover_to_serine_(16),enzymatic_hydrolysis,"Enzymatic Hydrolysis: In this unit operation, the pretreated biomass is subjected to enzymatic hydrolysis to convert cellulose and hemicellulose into fermentable sugars. Specific cellulase and hemicellulase enzymes are added to the biomass slurry, catalyzing the breakdown of polysaccharides into simple sugars such as glucose and xylose. This process is carried out in a bioreactor, where conditions are optimized for enzyme activity and stability.",0
20241209_184253_corn stover_to_serine_(16),fermentation,"Fermentation: The fermentation unit operation involves the conversion of fermentable sugars into serine using genetically engineered microorganisms. The sugar solution is inoculated with a microbial culture capable of producing serine. The fermentation process is conducted in a controlled bioreactor, where conditions such as temperature, pH, and aeration are maintained to optimize microbial growth and product formation.",8
20241209_184253_corn stover_to_serine_(16),cell_separation,"Cell Separation: This unit operation involves the separation of microbial cells from the fermentation broth. The broth is subjected to centrifugation, which exploits the density difference between the cells and the liquid medium to achieve separation. The result is a clarified supernatant containing dissolved serine and a cell-rich pellet.",2
20241209_184253_corn stover_to_serine_(16),purification,"Purification: The purification unit operation focuses on isolating serine from the clarified supernatant. This involves a series of chromatographic and filtration techniques to achieve the desired purity and enantiomeric excess. Ion exchange chromatography is typically employed to separate serine based on its charge properties, followed by crystallization to achieve high purity.",9
20241209_184253_corn stover_to_serine_(16),drying_and_packaging,"Drying and Packaging: In the final unit operation, the purified serine is dried to remove any remaining moisture and then packaged for distribution. The drying process typically involves spray drying or freeze drying, depending on the desired product form. The dried serine is then packaged in moisture-proof containers to ensure stability during storage and transport.",7
20241209_184253_corn stover_to_serine_(16),raw corn stover source,"Raw Corn Stover Source: This unit operation serves as the source for the Raw Corn Stover stream, which is an agricultural residue collected post-harvest from maize plants. The stream consists of a mixture of cellulose (35-40%), hemicellulose (25-30%), lignin (15-20%), ash (5-10%), and moisture (5-10%). It is essential for the subsequent pretreatment process to enhance enzymatic accessibility for bio-conversion into valuable products.",4
20241209_184253_corn stover_to_serine_(16),dilute acid solution source,"Dilute Acid Solution Source: This unit operation serves as a source for the Dilute Acid Solution, which is crucial in the pretreatment stage of the process. The solution is composed of water and sulfuric acid, and it is used to facilitate the breakdown of the lignocellulosic structure of corn stover. By providing the necessary acidity, it enhances the accessibility of cellulose and hemicellulose for subsequent enzymatic hydrolysis. This source is designed to deliver a consistent and controlled flow of dilute acid solution to meet the operational requirements of the pretreatment unit.",3
20241209_184253_corn stover_to_serine_(16),enzyme cocktail source,"Enzyme Cocktail Source: This unit operation serves as the source for the Enzyme Cocktail, which is a specialized mixture of cellulase and hemicellulase enzymes. These enzymes are critical for the enzymatic hydrolysis of pretreated biomass, facilitating the breakdown of complex carbohydrates into fermentable sugars. The Enzyme Cocktail is produced in a controlled environment to ensure optimal activity and stability of the enzymes, and it is delivered to the enzymatic hydrolysis unit operation at an industrial scale.",0
20241209_184253_corn stover_to_serine_(16),microbial culture source,"Microbial Culture Source: This unit operation serves as a source for the Microbial Culture stream, which consists of genetically engineered microorganisms specifically designed to convert sugars into serine. The microbial cells are cultivated under controlled conditions to ensure optimal growth and metabolic activity, enabling efficient fermentation processes in subsequent unit operations.",8
20241209_184253_corn stover_to_serine_(16),cell pellet sink,"Cell Pellet Sink: This unit operation serves as a sink for the Cell Pellet stream, which consists of concentrated microbial biomass separated from the fermentation broth. The Cell Pellet is typically disposed of or processed further, depending on the operational goals, such as recovery of valuable components or energy generation. This sink ensures that the microbial biomass is effectively managed and accounted for in the overall process flow.",5
20241209_184253_corn stover_to_serine_(16),waste stream sink,Waste Stream Sink: This unit operation serves as the final sink for the Waste Stream generated during the purification of Serine. It collects the residual sugars and impurities that are not suitable for further processing or use. The Waste Stream Sink is critical for ensuring that the process meets environmental regulations and minimizes waste disposal issues. Proper management of this stream is essential for the overall sustainability of the production process.,5
20241209_184253_corn stover_to_serine_(16),packaged serine sink,"Packaged Serine Sink: This unit operation serves as the final sink for the Packaged Serine stream, which consists of dried and packaged serine ready for distribution. It signifies the completion of the production process, ensuring that the product meets the required specifications for storage and transportation to end-users in pharmaceutical and food-grade applications.",5
20241209_184528_corn stover_to_arabitol_(15),size_reduction,"Size Reduction: The initial step in the process involves the mechanical size reduction of corn stover. This is typically achieved using milling equipment such as hammer mills or knife mills to break down the stover into smaller, more manageable pieces. The goal is to increase the surface area of the biomass, which enhances the efficiency of subsequent chemical or enzymatic treatments. This step is crucial for improving the accessibility of cellulose and hemicellulose components for further processing.",3
20241209_184528_corn stover_to_arabitol_(15),pre-treatment,"Pre-treatment: The milled corn stover undergoes a pre-treatment process designed to reduce lignin content and increase the accessibility of cellulose and hemicellulose. This can involve chemical methods such as acid or alkaline treatment, or enzymatic hydrolysis. The pre-treatment disrupts the lignin structure, making the cellulose and hemicellulose more accessible for enzymatic action in subsequent steps.",3
20241209_184528_corn stover_to_arabitol_(15),enzymatic_hydrolysis,"Enzymatic Hydrolysis: In this step, the pre-treated biomass is subjected to enzymatic hydrolysis where specific enzymes break down cellulose and hemicellulose into fermentable sugars, primarily glucose and xylose. This process is critical for converting the structural carbohydrates into simple sugars that can be utilized by microorganisms in fermentation.",0
20241209_184528_corn stover_to_arabitol_(15),fermentation,"Fermentation: The sugar solution is subjected to aerobic fermentation using specific strains of yeast or fungi capable of converting sugars into arabitol. The microorganisms metabolize the sugars, producing arabitol as a primary metabolic product. This step is crucial for the bioconversion of sugars into the desired polyol product.",8
20241209_184528_corn stover_to_arabitol_(15),product_recovery,"Product Recovery: Following fermentation, the arabitol is separated from the fermentation broth. This typically involves a series of separation techniques such as centrifugation to remove biomass, followed by filtration and crystallization to isolate and purify arabitol. The goal is to achieve food-grade purity, typically greater than 99%.",2
20241209_184528_corn stover_to_arabitol_(15),purification,"Purification: The crude arabitol undergoes further purification to meet food-grade standards. This may involve additional crystallization steps, ion exchange, or chromatography to remove any remaining impurities and achieve the desired purity level. The final product must meet stringent quality and safety standards for commercial applications.",9
